date,score,user_tags,user_rank,usage_duration,item_option,text_review,recommendation_score,발색력,지속력,발림성,수분감,skin_tone
2025.02.13,5점만점에 1점,,,,[옵션] [NEW 립펜슬6호기획] 19 베이비애플,"아니 이거 받고나서 손에 샫상테스트를 하는데 좀
충격받았네요... 제가 생각한 색상은 코랄빛의 생상을 생각하고 구매를 하였는데 그런 생상이 전혀 아니여서 좀 어이가 없네요..
원래 이런 생상인지 제품이 잘못 담긴 건지는 잘 모르겠지만...
제 상각에는 이건 좀 너무 하다는 생각이 드네요..",1,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.18,5점만점에 1점,"복합성, 웜톤, 다크서클, 모공",,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,올영세일 첫날에 구매했는데.... 이제야 받은... 너~~~ 무 오래 기다려서....,0,보통이에요,보통이에요,보통이에요,보통이에요, 웜톤
2025.03.15,5점만점에 1점,,,,[옵션] [NEW 립펜슬3호기획] 20 바닐라애플,쿨톤인데 욕심으로 구입해봤어요.. 다른사람 줬네유..,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.13,5점만점에 1점,"복합성, 봄웜톤, 각질, 다크서클",,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,"굿즈가 퀄리티가 더 좋음
펜은 진짜 싸구려티나고
키링은 이뻐요
발색이 그냥 창백한 제 입술색임 무슨색인지 모르겠어요
돈 아깝다
일부러 비 인기 색을 인기굿즈랑 매치한듯.
요색은 담에 나와도 다시 재구매 안해여",1,다소 아쉬워요,보통이에요,다소 아쉬워요,아주 촉촉해요, 봄웜톤
2025.03.13,5점만점에 1점,"복합성, 봄웜톤, 각질, 다크서클",,,[옵션] [해리포터 기획] 24 개구리초콜릿,"에휴 굿즈가 퀄리티가 더 좋음
펜은 진짜 싸구려티나고
키링은 이뻐요
발색이 그냥 창백한 제 입술색임
돈 아깝다
일부러 비 인기 색을 인기굿즈랑 매치한듯.
요색은 담에 나와도 다시 재구매 안해여",0,다소 아쉬워요,보통이에요,아주 만족해요,아주 촉촉해요, 봄웜톤
2025.03.08,5점만점에 1점,,,,[옵션] [해리포터 기획] 22 호박주스코랄,볼펜 키링 기획제품이라 기대가 너무 컸나봐요 ㅠㅠ 키링은 귀여운데 볼펜 품질이 진짜 별로에요.. 볼펜으로는 못 쓸 것 같고 눈으로만 만족하겠습니다...,0,아주 만족해요,보통이에요,보통이에요,아주 촉촉해요,
2025.03.08,5점만점에 1점,,,,[옵션] [해리포터 기획] 21 설탕깃펜레드,볼펜 키링 기획제품이라 기대가 너무 컸나봐요 ㅠㅠ 키링은 귀여운데 볼펜 품질이 진짜 별로에요.. 볼펜으로는 못 쓸 것 같고 눈으로만 만족하겠습니다...,0,아주 만족해요,보통이에요,보통이에요,아주 촉촉해요,
2025.03.08,5점만점에 1점,,,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,볼펜 키링 기획제품이라 기대가 너무 컸나봐요 ㅠㅠ 키링은 귀여운데 볼펜 품질이 진짜 별로에요.. 볼펜으로는 못 쓸 것 같고 눈으로만 만족하겠습니다...,0,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.15,5점만점에 1점,"민감성, 봄웜톤, 모공, 민감성",,한달이상사용,[옵션] [NEW 립펜슬3호기획] 20 바닐라애플,"한 달 전에 예약구매로 배송비 추가로 결제했는데
3월 올영픽이네요 🙂",1,보통이에요,보통이에요,보통이에요,보통이에요, 봄웜톤
2025.02.12,5점만점에 1점,,,,[옵션] 05 프레쉬체리,아주아주 만족에요 물로 딱아도 잘 나오지 않아요 그래서 더욱 더 만적합니다 겨쿨에 어울려요,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요,
2025.02.10,5점만점에 1점,,,,[옵션] 18 프레쉬애플,"딱 한 번 사용했는데 예뻤어요..
그 다음날 사용하려고 보니 팁 부분이 빠졌네요",0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요,
2025.03.06,5점만점에 1점,"건성, 웜톤, 미백, 잡티",,,[옵션] 01 빈티지애플,유툽보고 예뻐서 샀는디 그냥 촌스러운 색깔이예요 …항상 속는 나,0,보통이에요,보통이에요,보통이에요,보통이에요, 웜톤
2025.03.05,5점만점에 1점,,,,[옵션] [해리포터 기획] 22 호박주스코랄,하나같이 볼펜 윗대가리가 부러져서 옴 펜촉도 두껍고 심지도 흔들림 퀄리티도 떨어지고 그냥 어거지로 넣은 것 같아 소비자 입장으로서 마음에 안 듦.. 무엇보다 문제인 건 해리포터 콜라보가 아니었으면 팔리지 않았을 것 같은 촌스러운 색감들. 특히 호박주스코랄은 2013년 중딩들이 바를 법한 감성의 채도 높은 오렌지 틴트임 눈을 씻고 봐도“코랄”은 절대 아님 해리포터라는 포커스에 끼워서 안 팔리는 색 처리하는 것 같아서 팍식,1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요,
2024.06.30,5점만점에 1점,"복합성, 가을웜톤, 모공, 블랙헤드",,한달이상사용,[옵션] [미니글로스 기획] 13 코숏진주코랄,"색은 투명한 살구빛코랄로 예쁩니다...
하지만, 입에 올리면 밀착력없이 제형이 돌아다니고 굳이 입을 열지않아도 하얗게 분리돼서 입술위에 그릭요거트가 돌아다녀요...^^
진짜 최근에 산것중에 제일제형이 별로였네요.",4,다소 아쉬워요,보통이에요,보통이에요,아주 촉촉해요, 가을웜톤
2025.04.04,5점만점에 1점,,,,[옵션] [NEW 립펜슬5호기획] 18 프레쉬애플,묽어요 문제는 사진과 달리 탁한 뮤트한 가을에 어울릴.. 브라운글레이 몇방울섞인 레드계열. 쿨톤에 안어울리네요. 맑은색 아니고 탁한색,0,다소 아쉬워요,보통이에요,다소 아쉬워요,보통이에요,
2025.04.02,5점만점에 1점,,,,[옵션] 13 코숏진주코랄,"아니 색은 진짜 이쁜데 요플레 현상? 너무 심해요
진짜 바르고 있다가 깜짝 놀라서 바로 닦음…",0,보통이에요,보통이에요,다소 아쉬워요,보통이에요,
2025.03.24,5점만점에 1점,,,,[옵션] [해리포터 기획] 24 개구리초콜릿,해리포터 덕후로써 색이 별로여도 키링을 사니 틴트를 줬네 생각으로ㅋㅋ구매했는데여 이거는 도저히 못바를 색입니다ㅋㅋㅋㅋㅋ구치만 키링은 얘가 젤 예뻐여 후...,0,다소 아쉬워요,지속이 오래돼요,아주 만족해요,아주 촉촉해요,
2025.03.23,5점만점에 1점,,,,[옵션] 05 프레쉬체리,글로시할 줄 알고 샀는데 그닥... 지속력도 짧고 바른 대로 착색 남음,0,보통이에요,예상보다 짧아요,다소 아쉬워요,매트해요,
2025.03.23,5점만점에 1점,,,,[옵션] [해리포터 기획] 24 개구리초콜릿,색이 너무 이상해 별로임 해리포터땜에 샀는데 후회될정도 하,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요,
2025.02.24,5점만점에 1점,여름쿨톤,,,[옵션] 16 럭셔리모브루비,발색은 예쁜데 요플레 너무 심해서 못쓰고 잇어요.........슬픕니다 다시 돌아가면 안살거같아요,1,보통이에요,예상보다 짧아요,보통이에요,보통이에요,여름쿨톤
2024.05.26,5점만점에 1점,,,한달이상사용,[옵션] 06 데일리모브,"정말 별로에요…….
진짜 입술이랑 입술 안쪽에 선 생기는게
100이번 100 생겨요
그래서 절대 이거 하나로만 못발라요ㅜㅜ
다른거 하나 발라놓고 위에 덮어야해요
색은 탕후루립같고 좋네용",8,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,매트해요,
2024.05.31,5점만점에 1점,"복합성, 가을웜톤, 모공, 블랙헤드",,,[옵션] [미니글로스 기획] 13 코숏진주코랄,"촉촉하고 좋아요
봄웜라이트에게 어울려요
발색이 투명해서 입술색이 비쳐올라와요
근데-!!! 기획으로 딸려온 미니 립글로스가 너무 귀여워요!!!!! 햇빛에 비치면 반짝반짝 투명하게 너무 이뻐요

(+수정)
3시간후에 제형 다분리됨 + 없던 각질도 다 찾아주는 놀라운 제형!
내가 틴트를 바른건지 요플레를 먹은건지 구분이 안감
입술에 틴트가 아니라,무슨 코티지 치즈가 붙어있어요
워터블러틴트도 요플레없이 잘만 썼는데, 무슨 글로우 틴트가 이렇게까지 제형분리가 일어나나요?
오늘사서 오늘쓴건데...?
아 어이없어
그냥 만원에 귀여운 미니 립글로스 산셈 칩니다..^^
님들은 피해없으시길...",29,보통이에요,예상보다 짧아요,보통이에요,보통이에요, 가을웜톤
2024.03.03,5점만점에 1점,"민감성, 가을웜톤, 아토피, 홍조",,,[옵션] 11 멜로우피그,"‼️‼️⚠️진짜 개에바⭐️⚠️
색도 저랑 잘 맞았고 생각보다 지속력도 오래가나 했는데
밥 먹으면 다 지워짐 무엇보다

치명적인 단점.

처음 바른 날도 뭔가 이상했는데 두번째 즈음 바른날 저녁에 입술에 수포 올라오고 막 진물이 남. 가렵고 따갑고 난리.
사진 찍어둘걸 근데 그냥 성분이 많이 안맞는게 있나보다 하고 지나감 ㅠ 색은 잘 맞아서 마지막으로 한번 더 발라봤는데 그날 저녁에 또 난리남.. 정상으로 돌아오기까지 2~3일 정도 걸림 ‼️ 요상하네 롬* 하고 페리페*는 아무 이상 없었는데 ㅠㅠ",3,보통이에요,예상보다 짧아요,보통이에요,보통이에요, 가을웜톤
2023.12.03,5점만점에 1점,,,,[옵션] 05 프레쉬체리,"최근에 새로운 립 틴트를 시도했고 정말로 감명을 받았어요. 색상이 환상적이고 오랫동안 지속되는 틴트 효과가 돋보여요. 바르기가 부드럽고 원탁의 정밀도를 감사했어요. 입술에 가벼운 느낌이 참 큰 장점이고, 입술을 건조하게 만들지 않아 좋았어요. 하루 내내 잘 유지되어 식사 후에도 그 효과가 계속되었어요. 다양한 색상이 제공되어 다양한 취향을 만족시켜주네요. 전반적으로 품질과 지속력 때문에 내 최고의 립 틴트가 되었어요. 추천합니다!",1,보통이에요,보통이에요,보통이에요,보통이에요,
2023.11.14,5점만점에 1점,"지성, 여름쿨톤, 각질, 다크서클",,한달이상사용,[옵션] 09 베어피치,"썸머애프리콧색이 있었는데 봄라인 제 피부에 조금 쨍한 것 같아서 비교적 연한 색처럼 보이는 베어피치를 구매했어요
하지만 제 입술에는 맑은 살구코랄이 아니라 핑크느낌이 강하게 올라와서 오히려 톤그로가 되었네요
한 번 바르고 이제 안 발라서 당근하려고요..
지속력은 밥 먹으면 지워지고 제형은 탱글한 제형이고 시간 지나면 입술 수분을 뺏어서 약간 입술이 쪼그라드는 느낌이었어요 착색은 별로 없습니다",2,다소 아쉬워요,보통이에요,보통이에요,보통이에요, 여름쿨톤
2023.10.08,5점만점에 1점,"지성, 여름쿨톤, 각질, 다크서클",,,[옵션] 09 베어피치,"내 입술에는 베어피치 같은 맑은 코랄색이 안 올라옴
쿨한 느낌의 핑크로 올라와서 아쉬움
퍼스널이 봄웜라라 거의 코랄색 쓰는데 상세페이지 색과 달라서 아쉬웠음
착색은 글로우 틴트 치고 잘 되는 편
지속력도 괜춘( 밥 먹으면 당연히 지워짐)
나중 가서는 오히려 입술 수분을 뺏는 느낌이라 주름 부각이 심함
나는 갠적으로 썸머 애프리콧 색상을 봄웜라에게 더 추천함",4,다소 아쉬워요,보통이에요,아주 만족해요,보통이에요, 여름쿨톤
2023.06.08,5점만점에 1점,"건성, 봄웜톤, 모공, 주름",,,[옵션] 01 빈티지애플,"아씨...클리오 틴트 여태 썼던거 다 괜찮아서 몇개씩 쟁인컬러도 있고 안유진 발색샷이 넘사로 이쁘길래 3가지 색깔 테스트도 안해보고 그냥구매했는데,,, 환불마렵네요ㅠㅠ 1가지 컬러만 발라봤는데 컬러는 그렇다치고 발림성 이런식이면,,,후... 요새 물먹립 틴트 짱많은데 아니 왜 전작보다 발림성이 후져요...? 막창 기름으로 입술 코팅한 것 같아요 그냥 둥둥 떠있는느낌,, 이럴거면 막창먹고 막창기름을 바르죠😬 그건 배라도 부르지 어휴",37,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요, 봄웜톤
2025.03.09,5점만점에 1점,,,한달이상사용,[옵션] [NEW 립펜슬6호기획] 19 베이비애플,하.. 진짜 짜증나는 틴트 바로 팔아버리긴 했는데 아줌마 핑크색임 이걸 무슨 봄웜이 쓰라고 어휴,1,다소 아쉬워요,보통이에요,보통이에요,보통이에요,
2025.02.24,5점만점에 1점,,,한달이상사용,[옵션] 16 럭셔리모브루비,ㅏ 너무 요플레 너무 심해....하 립밤 꼼꼼하게 바르고 자도 이건 아니지....,1,보통이에요,예상보다 짧아요,다소 아쉬워요,보통이에요,
2023.06.08,5점만점에 1점,"민감성, 쿨톤, 민감성, 블랙헤드",,,[옵션] 05 프레쉬체리,"립 광 자체가 너무 무겁고 요플레 현상에다가 시간이 좀 지나니까 색상이 너무 어두워지더라구요 그리고 안 쪽 착색만 너무 심하게 남아서 입술에 줄이 생기더라구요 굳이 이가격에 이걸? 글로우 립틴트 좋은거 많이 나왔는데,,,? 하나만 사서 다행이지 광고 너무 많이해서 다 좋다고 하니까 믿고 샀는데 너무 별로였어요",7,보통이에요,예상보다 짧아요,다소 아쉬워요,보통이에요, 쿨톤
2023.06.01,5점만점에 1점,,,,[옵션] 04 페일플럼,"일단 저처럼 대충 이런 제품이겠거니 생각하고 구매하시는 분들이 있을 것 같아서 도움 되시라고 솔직한 후기남깁니다…우선 제품이라는게 개인의 취향도 있으니 의견이야 다르겠지만 코덕입장에서 암만 테스트해봐도 그래도 이건 아니지않나싶어서요.. 우선 광고나 유튜버 뷰티컨텐츠에는 엄청난 쫀쫀 물먹광 버전으로 광고하길래 그런 그렁그렁한 제품일 줄 알았는데 컨텐후기나 상페에서 보이는 그런 제형은 절대 정말 아닙니다.딱 크림 리퀴드해요. 무겁고 크림처럼 발리는데 입술에 올리면 이게 더 느껴져요. 제형 특성상 콘텐츠뽑을용으로 손등이랑 팔뚝에서 빤딱거리는게 잘 잡히는 정도지 딱 오일광미끌거리는 기름광이에요 약간 기름진 음식먹고나면 입술에잇는 그런 제형ㅜ 다른 곳 후기에 립글로즈 제형이라는 말이 있어서 반신반의하며 구매했는데 진짜로 립글로즈 제형에 가깝긴해요,, 요새 시중에 나오는 틴트들보다는 확실히 무거운 편이에요. 그러다보니 밀착력이 좋은편은 아니라서 겉돌더라구요. 입술위에 발라지는 느낌보다 얹혀지는? 그래서 제형자체가 크리미해서 이만큼 두껍게 올라가는 제형에 당연히 시간지나면 광택이 좀올라오는데 이게무겁고 자연스럽지 못해요
얇고 가벼운 틴트느낌아니고 쌓이는 제형이라고 해야될까요..
요플레 현상도 요플레인데 입술에 바르고 나중에되서 보면 입술 각질이 불어나는게잇어요ㅠ 처음엔 같이 산 친구가 장난식으로 각질불려주는 효과가잇대서 웃고 넘겻는데 아니정말로 올라오더라고요.!?… 꿀느낌?을 내려고 오일성분을 많이 넣은건지 시간이 지나면 입술각질이 불려올라오더라고요.그러다 입술안쪽이 슬슬 지저분해져서 휴지나 물티슈로 닦고 다시 발라야되서 조금 번거로웟어요ㅠ 물처럼 가볍고 광이 올라오는 제품은 아니에요. 여기 체험단 리뷰어 컨텐후기가 많길래 찐후기로 고민하시는 분들께 도움 되실 수 있도록 최대한 상세하고 솔직하게 끄적이고 갑니다…..",559,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요,
2025.03.05,5점만점에 1점,,,,[옵션] [NEW 립펜슬3호기획] 20 바닐라애플,클리오는 이래 저래 아쉬움만 남음 애플시리즈 립펜슬 기획 품절되어서 한동안 일반 버전으로 풀리더니 올영세일 기간 되니까 다시 슬금슬금 립펜슬 기획 기어나오는 게 소비자 입장으로서 너무 짜친다,2,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요,
2024.11.02,5점만점에 1점,"지성, 여름쿨톤, 민감성, 아토피",,,[옵션] 14 하트핑크다이아,"진짜 구매한 거 후회합니다 ㅜ… 흑흑 왜냐면스리 전 완전 극쿨톤이 아닌가봐요
같은 제품인데 블러쉬드 피치는 정말정말 잘 쓰고 있거든요 왜냐면 진짜 입술로 탕후루 만든 것 같은 광택감에 긴 지속력에 세일할 때 사면 나름 가성비에 정말정말 좋아하는 틴트 중 하나로 다른 색상을 구매해보자! 해서 샀는데 제품력은 정말 애정하지만 색이 저랑 너무 안 맞는 것 같아요 ㅠ 극쿨톤이 바르셔야 예쁠 것 같습니다 저는 이거 바루면 딸기우유 핑크 x 완전 사이버 핑크됨 ㅡㅡ 심지어 친구가 저한테 사이버 핑크라고 했어요 ㅋㅋ 이정도면 말 다했죠 미지근 여쿨이라면 비추,,",3,다소 아쉬워요,지속이 오래돼요,아주 만족해요,아주 촉촉해요, 여름쿨톤
2023.06.15,5점만점에 1점,,,,[옵션] 02 썸머애프리콧,"유튜브 보면서 너무 기대가 컸었나봐요
립글로스 느낌도 좋은데 입에 올리면 너무 무거워요ㅠㅠㅠ기름진 느낌도 너구.. 팔목 발색만큼
요즘 이런 촉촉한립이 워낙 많이 나와서 여기저기꺼 다 사봤는데 제일 기대 컸던 클리오라 제형 넘 아쉬워요ㅠㅠ
그리고 가장 심각한건 요플레ㅠㅠㅠ 정말.. 심각해여
머 색깔은 이쁘니까..🥲하지만 날 더워지니 손은 안갈듯!",1,보통이에요,보통이에요,보통이에요,아주 촉촉해요,
2024.02.29,5점만점에 1점,"지성, 웜톤, 미백, 블랙헤드",,,[옵션] 06 데일리모브,"하.. 색은 진짜 예쁜데 치명적인 단점이 있어요;
입술색이 강한 편이라 파데로 죽이고 베이스립 한번 깔아주는데.. 그러고나서 바르면 그 직후엔 ㄱㅊ거든요?
시간이 지나고 입술이 바짝 마르면 베이스립이랑 섞여서 요플레 현상이 입술 안쪽에 전체적으로 생깁니다... 약속 갔다가 집에 와서 거울보고 놀라 뒤집어졌어요..ㅋㅋ 이런 꼴로 얘기를 했다고....? 수치스러워서 눈물 흘릴뻔했어요. 베이스립을 깔거면 입술 바깥쪽에만 아주 얇게 바르는 걸 추천드립니다..^^ 아니면 물티슈 가지고 다니면서 수시로 수정할 여유가 있으시면 그렇게 하세요..
요플레립ㅋㅋ..이라는 후기를 지금 봤는데 진짜입니다. 환불하고 싶은 제품은 처음인 듯",1,아주 만족해요,예상보다 짧아요,보통이에요,보통이에요, 웜톤
2023.09.29,5점만점에 1점,,,,[옵션] 01 빈티지애플,오특으로 11800원이길래 매장에서도 같은 가격인 줄 알고 구매했더니 18000원이더라구요 졸지에 할인도 안 하고 쌩 만팔천원 주고 이 틴트 산 사람이 됐네요.. 이게 어캐 만팔천원인지 이해가 안 가요 진짜로... 그리고 없던 각질도 올라와요 제발 돈 날리지 마시고 다른 거 사세요 ㅠ,4,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요,
2023.12.12,5점만점에 1점,,,,[옵션] 06 데일리모브,클리 오 크리스탈 글램 데일리 모브 사용전 배송이 일주일걸림 틴트,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.02.12,5점만점에 1점,,,,[옵션] 17 클래식애플,아..사람마다 가지고 있는 색이 있어서 발림색이 다를수 있단 건 알았지만 받자마자 발라본 저는 완전 다른색이 나오네요 ㅜㅡㅜ 모델분 입술 색 생각하고 주문한 저의 잘못이네요…,0,다소 아쉬워요,보통이에요,보통이에요,보통이에요,
2025.02.08,5점만점에 1점,,,한달이상사용,[옵션] [미니글로스 기획] 13 코숏진주코랄,가장 마음에 들지 않고 가장 아쉬운 제품인 것 같아요. 다시 돌아간다면 헤어지 않습니다,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.02.07,5점만점에 1점,,,,[옵션] [NEW 립펜슬5호기획] 18 프레쉬애플,상세페이지에서 보이는 맑고 쨍한 느낌 하나도 없고 탁합니다. 한번 발라보고 버림;,0,다소 아쉬워요,보통이에요,보통이에요,보통이에요,
2024.09.04,5점만점에 1점,,,,[옵션] 08 젠틀시나몬,갈웜인데요... 발색이 너무 약해요.. 그냥 제 입술색하고 똑같아요 허허허.... 안 바른 것 같네요 아니 그냥 안 발랐어요,0,다소 아쉬워요,보통이에요,아주 만족해요,보통이에요,
2024.08.26,5점만점에 1점,,,한달이상사용,[옵션] [미니글로스 기획] 13 코숏진주코랄,"색 지속력은 좋으나광이 이렇게 빨리 날라가는 립제품은 처음이에요. 증정으로 글로우립 주는 이유를 알겠음
그리고 탁해지는 게 레전드
처음엔 맑은 깍두기 국물 색이다가 갈색으로 변색되는 느낌이에요

봄웜-가을 톤은 추천
핑잘봄, 서브톤이 봄웜-가을웜인 쿨톤에겐 비추",0,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요,
2024.06.17,5점만점에 1점,,,,[옵션] 06 데일리모브,"시간 지나서 계속 덧칠하니까 입술이 새파래져요..
비교로 사진올려요 파란부분이에요

원래 가지고 있던 립은 왼쪽이고 반반 이제품과 같이 발랐는데 주름에 색상 다 끼고 붉어졌다가 덧바르면 점점 새파래져요..

사진은 바르고 30분 지난 거고 한번 바른겁니다.

한번쓰고 버리네요.. 아까운 내돈",1,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요,
2024.06.02,5점만점에 1점,,,,[옵션] [미니글로스 기획] 16 럭셔리모브루비,"ㅋㅋㅋㅋ
모브+플럼끼 한방울 핑크컬러 아니고요
그냥 물탄 와인색이에요.
광도 촤르르 반딱반딱한 광아니고 그냥 쫀쫀한 느낌?
그리고 이마저도 바르고 나가면 10분내로 사라져있음.
그뒤로는 입술이 바짝바짝 말라가고 각질부각 ..허..
지속력은 안좋은데 착색력은 또 쓸대없이 좋아서 덧바르면 광과 함께 컬러가 개진해져서 수정도 못하겠고 그냥 건조한채로 있기도 그렇고..? 그냥..처박템 각.
올해 올영에 백만원은 쓴것같은데 가장 돈아까운게 이거.
증정품 글로스는 그나마 괜찮은데 뭐 한달도 못쓸 글로스 를 만원넘게 주고샀다고 정신승리 해야하나? 짜증남.
컬러감/제형 뭐 하나 마음에 드는게 없음",2,다소 아쉬워요,지속이 오래돼요,다소 아쉬워요,보통이에요,
2024.11.18,5점만점에 1점,,,한달이상사용,[옵션] 01 빈티지애플,"원래는 밝은 웜레드 컬러인 줄 알고 구매했는데, 공홈 컬러랑 너무 달라서 사기당한 것 같은 기분이에요... 설명도 그렇고 흐기들도 그렇고 되게 밝게 나왔길래 구매했는데, 실제로 발색하고 1분만 지나도 이게 내가 플럼컬러를 잘못 샀나 싶고 웜컬러인지 쿨컬러인지도 모르겠어요..ㅠㅠ 처음부터 저렇게 올리지를 말던가 진짜 컬러로 사기치는 건 아니지 않나요? 너무 다크해서 바를 수가 없어요",0,다소 아쉬워요,보통이에요,보통이에요,보통이에요,
2025.01.31,5점만점에 1점,,,,[옵션] [NEW 립펜슬6호기획] 19 베이비애플,발색샷이 완전 사기네요.. 손 발색만 조금 비슷하고 아예 달라요 정말.. 광도 그렇게 예쁘지 않고 어떻게 써도 아줌마 빨강핑크라 처박템 될것 같아요 진짜 별로..,2,다소 아쉬워요,보통이에요,보통이에요,보통이에요,
2024.09.23,5점만점에 1점,,,,[옵션] 12 파이어리로즈,"매장에서 손등 테스트 해보고 색상이 맘에들어서
구입했는데 향부터 화장품향이 강해서 너무 별로에요ㅠ
손등발색할때 착색잘되고 색상 맘에 들어서
샀는데 입술에 올리면 손등발색이랑 다르고
착색도 없어서 구매후 사용 안하고 있어요ㅠ",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요,
2024.06.03,5점만점에 1점,,,,[옵션] [미니글로스 기획] 13 코숏진주코랄,와 진짯써본틴드중에 최악이네요 이게 발림이있긴한건가여? 흰끼가득하고 바림성도 안좋아요 이런품평 처음남겨봅니다,1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요,
2023.08.25,5점만점에 1점,,,한달이상사용,[옵션] 07 모던코랄베이지,지속력은 좋은데 이거 바르자마자 입술에 뭐 나고 좀 안좋아졌어요.. 예쁘게 발리기는 하고 착색도 잘 되지만 입술 가장자리에 안예쁘게 돼요 ㅠ,4,다소 아쉬워요,보통이에요,다소 아쉬워요,보통이에요,
2023.06.14,5점만점에 1점,,,,[옵션] 01 빈티지애플,"공홈과 발색 비교했을때 너무 다르구요
다른색상이 온거 같았어요..
발색 생각보다 약하고..촉촉하기만 합니다
반품 신청할려다가 발색해본다고 이미 사용해서 못했어요..
제꺼만 이렇게 다른지 의심이 듭니다",1,다소 아쉬워요,보통이에요,보통이에요,보통이에요,
2024.12.04,5점만점에 1점,"건성, 쿨톤",798.0,,[옵션] 16 럭셔리모브루비,올리브영 배송상태 진짜 그지같네여 교환도 질려버린게 진짜 내시간 낭비 쩔어요 ㅋㅋㅋㅋ 이것마저 기다려서 교환받았는데 그것도 그지같이오면 더빡치는게없음ㅋㅋ,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요, 쿨톤
2024.12.04,5점만점에 1점,"건성, 쿨톤",798.0,,[옵션] 14 하트핑크다이아,올리브영 배송상태 너무 싫어여~^^ 블라인드처리됐다고계속뜨네여!! ^^,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요, 쿨톤
2024.12.04,5점만점에 1점,"건성, 쿨톤",798.0,,[옵션] 13 코숏진주코랄,배송 신경좀써주세요^^^ 진짜욕나와요.. 너무너무 짜증나요,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요, 쿨톤
2024.12.04,5점만점에 1점,"건성, 쿨톤",798.0,,[옵션] 10 베이비베리,올리브영 배송상태 진짜 그지같네여 교환도 질려버린게 진짜 내시간 낭비 쩔어요 ㅋㅋㅋㅋ 이것마저 기다려서 교환받았는데 그것도 그지같이오면 더빡치는게없음ㅋㅋ,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요, 쿨톤
2024.11.18,5점만점에 1점,"복합성, 웜톤, 모공, 미백",,한달이상사용,[옵션] 14 하트핑크다이아,"촉촉하긴 한 틴트이지만
발색도 생각보다 약했고 지속력도 아쉬웠던 제품입니다..",0,다소 아쉬워요,예상보다 짧아요,아주 만족해요,아주 촉촉해요, 웜톤
2024.07.09,5점만점에 1점,"복합성, 여름쿨톤, 모공, 민감성",,한달이상사용,[옵션] 04 페일플럼,음.. 끈적하고 생각보다 어두운 컬러에 지속력도 낮아서 손이 안감,0,보통이에요,예상보다 짧아요,보통이에요,보통이에요, 여름쿨톤
2024.07.01,5점만점에 1점,"건성, 쿨톤, 민감성, 잡티",,한달이상사용,[옵션] [미니글로스 기획] 13 코숏진주코랄,"안쓰게됨 ㅠㅠ
유투브나 인스타에서 본 발색이
아님… 물먹청순코랄인줄 알았지만,
“토인요플레”가 되서 도저히 못쓰겠음.",1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요, 쿨톤
2024.05.06,5점만점에 1점,"약건성, 쿨톤, 각질, 미백",,한달이상사용,[옵션] 01 빈티지애플,웜톤 브라이트한테 잘 어울릴 거 같아요 뮤트톤한테는 너무 쨍했어요,0,아주 만족해요,지속이 오래돼요,다소 아쉬워요,보통이에요, 쿨톤
2023.12.04,5점만점에 1점,"건성, 쿨톤, 모공, 탄력",,,[옵션] 07 모던코랄베이지,"색은 너무나 이쁜데
요플레 현상 너무 심하게 올라옵니다.
바르고 어느순간 거울보면 허여 멀건하게 올라와여 ㅜ 다시는 못쓰겠어여",7,아주 만족해요,보통이에요,보통이에요,보통이에요, 쿨톤
